date,level,water_temperature,atmo,atmo_temperature,wl_clean
2023-02-11 17:00:00,NA,-5.249,63.985,-11.2,NA
2023-02-11 18:00:00,NA,-5.249,64.022,-12.807,NA
2023-02-11 19:00:00,NA,-5.249,64.078,-14.023,NA
2023-02-11 20:00:00,NA,-5.249,64.095,-15.124,NA
2023-02-11 21:00:00,NA,-5.249,64.106,-15.124,NA
2023-02-11 22:00:00,NA,-5.249,64.128,-15.124,NA
2023-02-11 23:00:00,NA,-5.249,64.117,-15.934,NA
2023-02-12 00:00:00,NA,-5.249,64.126,-15.77,NA
2023-02-12 01:00:00,NA,-5.249,64.122,-15.446,NA
2023-02-12 02:00:00,NA,-5.249,64.093,-15.77,NA
2023-02-12 03:00:00,NA,-5.249,64.109,-16.264,NA
2023-02-12 04:00:00,NA,-5.249,64.091,-16.597,NA
2023-02-12 05:00:00,NA,-5.249,64.102,-16.597,NA
2023-02-12 06:00:00,NA,-5.249,64.149,-16.934,NA
2023-02-12 07:00:00,NA,-5.249,64.197,-17.446,NA
2023-02-12 08:00:00,NA,-5.249,64.243,-17.792,NA
2023-02-12 09:00:00,NA,-5.249,64.3,-17.966,NA
2023-02-12 10:00:00,NA,-5.249,64.354,-17.792,NA
2023-02-12 11:00:00,NA,-5.249,64.405,-17.274,NA
2023-02-12 12:00:00,NA,-5.249,64.428,-16.098,NA
2023-02-12 13:00:00,NA,-5.249,64.321,-14.023,NA
2023-02-12 14:00:00,NA,-5.249,64.187,-11.344,NA
2023-02-12 15:00:00,NA,-5.372,64.361,-9.252,NA
2023-02-12 16:00:00,NA,-5.372,64.487,-9.388,NA
2023-02-12 17:00:00,NA,-5.372,64.5,-10.214,NA
2023-02-12 18:00:00,NA,-5.372,64.523,-11.487,NA
2023-02-12 19:00:00,NA,-5.372,64.584,-12.214,NA
2023-02-12 20:00:00,NA,-5.372,64.602,-14.334,NA
2023-02-12 21:00:00,NA,-5.372,64.613,-15.934,NA
2023-02-12 22:00:00,NA,-5.372,64.615,-16.098,NA
2023-02-12 23:00:00,NA,-5.372,64.595,-16.264,NA
2023-02-13 00:00:00,NA,-5.372,64.589,-16.765,NA
2023-02-13 01:00:00,NA,-5.372,64.558,-17.103,NA
2023-02-13 02:00:00,NA,-5.372,64.519,-17.792,NA
2023-02-13 03:00:00,NA,-5.372,64.445,-18.318,NA
2023-02-13 04:00:00,NA,-5.372,64.423,-18.496,NA
2023-02-13 05:00:00,NA,-5.372,64.38,-18.675,NA
2023-02-13 06:00:00,NA,-5.372,64.379,-18.496,NA
2023-02-13 07:00:00,NA,-5.372,64.325,-18.854,NA
2023-02-13 08:00:00,NA,-5.372,64.326,-19.035,NA
2023-02-13 09:00:00,NA,-5.372,64.282,-19.035,NA
2023-02-13 10:00:00,NA,-5.372,64.286,-17.618,NA
2023-02-13 11:00:00,NA,-5.372,64.266,-16.43,NA
2023-02-13 12:00:00,NA,-5.372,64.197,-15.285,NA
2023-02-13 13:00:00,NA,-5.496,64.12,-13.868,NA
2023-02-13 14:00:00,NA,-5.496,64.074,-12.658,NA
2023-02-13 15:00:00,NA,-5.496,64.075,-12.214,NA
2023-02-13 16:00:00,NA,-5.496,64.047,-11.922,NA
2023-02-13 17:00:00,NA,-5.496,64.127,-12.068,NA
2023-02-13 18:00:00,NA,-5.496,64.112,-12.361,NA
2023-02-13 19:00:00,NA,-5.496,64.155,-12.807,NA
2023-02-13 20:00:00,NA,-5.62,64.153,-13.258,NA
2023-02-13 21:00:00,NA,-5.62,64.147,-13.562,NA
2023-02-13 22:00:00,NA,-5.62,64.172,-13.715,NA
2023-02-13 23:00:00,NA,-5.62,64.153,-13.868,NA
2023-02-14 00:00:00,NA,-5.62,64.167,-14.023,NA
2023-02-14 01:00:00,NA,-5.62,64.161,-14.334,NA
2023-02-14 02:00:00,NA,-5.62,64.169,-14.178,NA
2023-02-14 03:00:00,NA,-5.62,64.144,-14.023,NA
2023-02-14 04:00:00,NA,-5.62,64.153,-13.868,NA
2023-02-14 05:00:00,NA,-5.62,64.142,-13.868,NA
2023-02-14 06:00:00,NA,-5.62,64.183,-13.715,NA
2023-02-14 07:00:00,NA,-5.62,64.205,-13.715,NA
2023-02-14 08:00:00,NA,-5.62,64.238,-13.715,NA
2023-02-14 09:00:00,NA,-5.62,64.25,-13.715,NA
2023-02-14 10:00:00,NA,-5.62,64.271,-13.107,NA
2023-02-14 11:00:00,NA,-5.62,64.289,-12.361,NA
2023-02-14 12:00:00,NA,-5.62,64.291,-11.058,NA
2023-02-14 13:00:00,NA,-5.62,64.271,-9.937,NA
2023-02-14 14:00:00,NA,-5.62,64.233,-8.713,NA
2023-02-14 15:00:00,NA,-5.62,64.226,-7.527,NA
2023-02-14 16:00:00,NA,-5.62,64.275,-8.314,NA
2023-02-14 17:00:00,NA,-5.62,64.284,-9.252,NA
2023-02-14 18:00:00,NA,-5.62,64.305,-10.353,NA
2023-02-14 19:00:00,NA,-5.62,64.383,-10.774,NA
2023-02-14 20:00:00,NA,-5.62,64.39,-11.058,NA
2023-02-14 21:00:00,NA,-5.496,64.394,-11.2,NA
2023-02-14 22:00:00,NA,-5.496,64.412,-11.487,NA
2023-02-14 23:00:00,NA,-5.496,64.405,-11.631,NA
2023-02-15 00:00:00,NA,-5.496,64.397,-11.776,NA
2023-02-15 01:00:00,NA,-5.496,64.367,-11.922,NA
2023-02-15 02:00:00,NA,-5.496,64.36,-12.068,NA
2023-02-15 03:00:00,NA,-5.496,64.348,-12.068,NA
2023-02-15 04:00:00,NA,-5.496,64.353,-11.776,NA
2023-02-15 05:00:00,NA,-5.372,64.345,-11.922,NA
2023-02-15 06:00:00,NA,-5.372,64.342,-11.776,NA
2023-02-15 07:00:00,NA,-5.372,64.364,-11.776,NA
2023-02-15 08:00:00,NA,-5.372,64.386,-11.776,NA
2023-02-15 09:00:00,NA,-5.372,64.412,-11.487,NA
2023-02-15 10:00:00,NA,-5.372,64.394,-11.2,NA
2023-02-15 11:00:00,NA,-5.372,64.423,-10.634,NA
2023-02-15 12:00:00,NA,-5.372,64.393,-9.937,NA
2023-02-15 13:00:00,NA,-5.372,64.347,-9.525,NA
2023-02-15 14:00:00,NA,-5.372,64.301,-9.117,NA
2023-02-15 15:00:00,NA,-5.372,64.242,-8.982,NA
2023-02-15 16:00:00,NA,-5.372,64.226,-8.847,NA
2023-02-15 17:00:00,NA,-5.372,64.264,-8.982,NA
2023-02-15 18:00:00,NA,-5.372,64.206,-9.252,NA
2023-02-15 19:00:00,NA,-5.372,64.177,-9.388,NA
2023-02-15 20:00:00,NA,-5.372,64.148,-9.525,NA
2023-02-15 21:00:00,NA,-5.372,64.134,-9.799,NA
2023-02-15 22:00:00,NA,-5.249,64.079,-9.799,NA
2023-02-15 23:00:00,NA,-5.249,64.006,-9.937,NA
2023-02-16 00:00:00,NA,-5.249,63.994,-9.937,NA
2023-02-16 01:00:00,NA,-5.249,64.05,-9.937,NA
2023-02-16 02:00:00,NA,-5.249,64.039,-9.937,NA
2023-02-16 03:00:00,NA,-5.249,64.039,-9.937,NA
2023-02-16 04:00:00,NA,-5.249,64.039,-9.937,NA
2023-02-16 05:00:00,NA,-5.249,64.017,-9.937,NA
2023-02-16 06:00:00,NA,-5.249,64.068,-9.799,NA
2023-02-16 07:00:00,NA,-5.125,64.079,-9.799,NA
2023-02-16 08:00:00,NA,-5.125,64.112,-9.799,NA
2023-02-16 09:00:00,NA,-5.125,64.129,-9.252,NA
2023-02-16 10:00:00,NA,-5.125,64.138,-8.847,NA
2023-02-16 11:00:00,NA,-5.125,64.103,-8.447,NA
2023-02-16 12:00:00,NA,-5.125,64.089,-8.05,NA
2023-02-16 13:00:00,NA,-5.125,64.064,-7.657,NA
2023-02-16 14:00:00,NA,-5.125,64.017,-7.267,NA
2023-02-16 15:00:00,NA,-5.125,64.034,-7.138,NA
2023-02-16 16:00:00,NA,-5.125,64.051,-7.01,NA
2023-02-16 17:00:00,NA,-5.125,64.056,-7.138,NA
2023-02-16 18:00:00,NA,-5.125,64.066,-7.397,NA
2023-02-16 19:00:00,NA,-5.003,64.071,-7.527,NA
2023-02-16 20:00:00,NA,-5.003,64.135,-7.787,NA
2023-02-16 21:00:00,NA,-5.003,64.157,-7.787,NA
2023-02-16 22:00:00,NA,-5.003,64.151,-7.918,NA
2023-02-16 23:00:00,NA,-5.003,64.155,-8.05,NA
2023-02-17 00:00:00,NA,-5.003,64.178,-8.05,NA
2023-02-17 01:00:00,NA,-5.003,64.193,-8.182,NA
2023-02-17 02:00:00,NA,-5.003,64.193,-8.182,NA
2023-02-17 03:00:00,NA,-4.88,64.204,-8.182,NA
2023-02-17 04:00:00,NA,-4.88,64.204,-8.182,NA
2023-02-17 05:00:00,NA,-4.88,64.22,-8.314,NA
2023-02-17 06:00:00,NA,-4.88,64.293,-8.182,NA
2023-02-17 07:00:00,NA,-4.88,64.348,-8.182,NA
2023-02-17 08:00:00,NA,-4.88,64.393,-8.182,NA
2023-02-17 09:00:00,NA,-4.88,64.421,-8.05,NA
2023-02-17 10:00:00,NA,-4.88,64.461,-7.918,NA
2023-02-17 11:00:00,NA,-4.758,64.513,-7.527,NA
2023-02-17 12:00:00,NA,-4.758,64.566,-7.138,NA
2023-02-17 13:00:00,NA,-4.758,64.53,-6.499,NA
2023-02-17 14:00:00,NA,-4.758,64.484,-5.62,NA
2023-02-17 15:00:00,NA,-4.758,64.431,-1.456,NA
2023-02-17 16:00:00,NA,-4.758,64.491,-2.61,NA
2023-02-17 17:00:00,NA,-4.758,64.514,-3.553,NA
2023-02-17 18:00:00,NA,-4.758,64.585,-4.88,NA
2023-02-17 19:00:00,NA,-4.758,64.582,-6.12,NA
2023-02-17 20:00:00,NA,-4.636,64.604,-7.267,NA
2023-02-17 21:00:00,NA,-4.636,64.583,-7.918,NA
2023-02-17 22:00:00,NA,-4.636,64.55,-8.58,NA
2023-02-17 23:00:00,NA,-4.636,64.536,-8.847,NA
2023-02-18 00:00:00,NA,-4.636,64.494,-9.252,NA
2023-02-18 01:00:00,NA,-4.636,64.491,-9.525,NA
2023-02-18 02:00:00,NA,-4.636,64.483,-9.252,NA
2023-02-18 03:00:00,NA,-4.636,64.492,-8.847,NA
2023-02-18 04:00:00,NA,-4.514,64.512,-9.117,NA
2023-02-18 05:00:00,NA,-4.514,64.57,-8.847,NA
2023-02-18 06:00:00,NA,-4.514,64.554,-8.713,NA
2023-02-18 07:00:00,NA,-4.514,64.636,-8.847,NA
2023-02-18 08:00:00,NA,-4.514,64.61,-8.713,NA
2023-02-18 09:00:00,NA,-4.514,64.647,-8.847,NA
2023-02-18 10:00:00,NA,-4.514,64.672,-8.58,NA
2023-02-18 11:00:00,NA,-4.514,64.691,-8.182,NA
2023-02-18 12:00:00,NA,-4.514,64.68,-8.182,NA
2023-02-18 13:00:00,NA,-4.514,64.624,-7.527,NA
2023-02-18 14:00:00,NA,-4.514,64.599,-7.138,NA
2023-02-18 15:00:00,NA,-4.514,64.578,-6.882,NA
2023-02-18 16:00:00,NA,-4.514,64.567,-6.882,NA
2023-02-18 17:00:00,NA,-4.514,64.561,-7.01,NA
2023-02-18 18:00:00,NA,-4.393,64.525,-7.527,NA
2023-02-18 19:00:00,NA,-4.393,64.508,-8.314,NA
2023-02-18 20:00:00,NA,-4.393,64.545,-9.117,NA
2023-02-18 21:00:00,NA,-4.393,64.57,-8.847,NA
2023-02-18 22:00:00,NA,-4.393,64.545,-9.117,NA
2023-02-18 23:00:00,NA,-4.393,64.537,-9.937,NA
2023-02-19 00:00:00,NA,-4.393,64.488,-9.799,NA
2023-02-19 01:00:00,NA,-4.393,64.528,-9.662,NA
2023-02-19 02:00:00,NA,-4.393,64.499,-9.799,NA
2023-02-19 03:00:00,NA,-4.393,64.442,-10.493,NA
2023-02-19 04:00:00,NA,-4.393,64.438,-11.2,NA
2023-02-19 05:00:00,NA,-4.393,64.463,-11.776,NA
2023-02-19 06:00:00,NA,-4.272,64.437,-12.068,NA
2023-02-19 07:00:00,NA,-4.272,64.505,-12.658,NA
2023-02-19 08:00:00,NA,-4.272,64.511,-12.956,NA
2023-02-19 09:00:00,NA,-4.272,64.536,-13.107,NA
2023-02-19 10:00:00,NA,-4.272,64.537,-11.631,NA
2023-02-19 11:00:00,NA,-4.272,64.527,-10.774,NA
2023-02-19 12:00:00,NA,-4.272,64.477,-9.799,NA
2023-02-19 13:00:00,NA,-4.272,64.426,-8.847,NA
2023-02-19 14:00:00,NA,-4.272,64.221,-6.246,NA
2023-02-19 15:00:00,NA,-4.272,64.338,-1.57,NA
2023-02-19 16:00:00,NA,-4.272,64.325,-3.316,NA
2023-02-19 17:00:00,NA,-4.272,64.298,-3.434,NA
2023-02-19 18:00:00,NA,-4.272,64.292,-4.514,NA
2023-02-19 19:00:00,NA,-4.272,64.373,-5.62,NA
2023-02-19 20:00:00,NA,-4.152,64.406,-7.01,NA
2023-02-19 21:00:00,NA,-4.152,64.412,-6.882,NA
2023-02-19 22:00:00,NA,-4.152,64.404,-8.182,NA
2023-02-19 23:00:00,NA,-4.152,64.383,-9.252,NA
2023-02-20 00:00:00,NA,-4.152,64.347,-9.525,NA
2023-02-20 01:00:00,NA,-4.152,64.34,-9.662,NA
2023-02-20 02:00:00,NA,-4.152,64.322,-9.799,NA
2023-02-20 03:00:00,NA,-4.152,64.368,-10.634,NA
2023-02-20 04:00:00,NA,-4.152,64.331,-10.916,NA
2023-02-20 05:00:00,NA,-4.152,64.35,-11.2,NA
2023-02-20 06:00:00,NA,-4.152,64.382,-11.631,NA
2023-02-20 07:00:00,NA,-4.152,64.422,-11.922,NA
2023-02-20 08:00:00,NA,-4.152,64.366,-12.361,NA
2023-02-20 09:00:00,NA,-4.152,64.448,-12.068,NA
2023-02-20 10:00:00,NA,-4.152,64.475,-11.344,NA
2023-02-20 11:00:00,NA,-4.152,64.482,-10.353,NA
2023-02-20 12:00:00,NA,-4.152,64.513,-9.525,NA
2023-02-20 13:00:00,NA,-4.152,64.457,-8.447,NA
2023-02-20 14:00:00,NA,-4.152,64.291,-2.844,NA
2023-02-20 15:00:00,NA,-4.152,64.355,2.195,NA
2023-02-20 16:00:00,NA,-4.152,64.391,-1.114,NA
2023-02-20 17:00:00,NA,-4.152,64.377,-1.684,NA
2023-02-20 18:00:00,NA,-4.152,64.381,-3.316,NA
2023-02-20 19:00:00,NA,-4.152,64.447,-5.003,NA
2023-02-20 20:00:00,NA,-4.152,64.498,-6.246,NA
2023-02-20 21:00:00,NA,-4.031,64.507,-7.657,NA
2023-02-20 22:00:00,NA,-4.031,64.534,-8.447,NA
2023-02-20 23:00:00,NA,-4.031,64.52,-9.388,NA
2023-02-21 00:00:00,NA,-4.031,64.514,-9.937,NA
2023-02-21 01:00:00,NA,-4.031,64.522,-10.214,NA
2023-02-21 02:00:00,NA,-4.031,64.523,-10.634,NA
2023-02-21 03:00:00,NA,-4.031,64.486,-10.916,NA
2023-02-21 04:00:00,NA,-4.031,64.449,-11.2,NA
2023-02-21 05:00:00,NA,-4.031,64.416,-11.631,NA
2023-02-21 06:00:00,NA,-4.031,64.452,-11.776,NA
2023-02-21 07:00:00,NA,-4.031,64.445,-11.922,NA
2023-02-21 08:00:00,NA,-4.031,64.503,-12.068,NA
2023-02-21 09:00:00,NA,-4.031,64.492,-12.068,NA
2023-02-21 10:00:00,NA,-4.031,64.534,-11.487,NA
2023-02-21 11:00:00,NA,-4.031,64.523,-11.058,NA
2023-02-21 12:00:00,NA,-4.031,64.574,-10.493,NA
2023-02-21 13:00:00,NA,-4.031,64.517,-9.662,NA
2023-02-21 14:00:00,NA,-4.031,64.366,-8.05,NA
2023-02-21 15:00:00,NA,-4.031,64.403,-4.031,NA
2023-02-21 16:00:00,NA,-4.031,64.451,-5.62,NA
2023-02-21 17:00:00,NA,-4.031,64.499,-5.995,NA
2023-02-21 18:00:00,NA,-4.031,64.502,-6.626,NA
2023-02-21 19:00:00,NA,-4.031,64.548,-7.267,NA
2023-02-21 20:00:00,NA,-4.031,64.559,-8.182,NA
2023-02-21 21:00:00,NA,-4.031,64.543,-8.713,NA
2023-02-21 22:00:00,NA,-4.031,64.527,-9.252,NA
2023-02-21 23:00:00,NA,-4.031,64.499,-9.799,NA
2023-02-22 00:00:00,NA,-4.031,64.485,-10.075,NA
2023-02-22 01:00:00,NA,-4.031,64.464,-10.493,NA
2023-02-22 02:00:00,NA,-4.031,64.457,-11.058,NA
2023-02-22 03:00:00,NA,-4.031,64.412,-11.487,NA
2023-02-22 04:00:00,NA,-4.031,64.364,-11.776,NA
2023-02-22 05:00:00,NA,-4.031,64.293,-12.068,NA
2023-02-22 06:00:00,NA,-4.031,64.285,-12.214,NA
2023-02-22 07:00:00,NA,-4.031,64.284,-12.658,NA
2023-02-22 08:00:00,NA,-4.031,64.301,-12.956,NA
2023-02-22 09:00:00,NA,-4.031,64.301,-12.956,NA
2023-02-22 10:00:00,NA,-4.031,64.33,-12.214,NA
2023-02-22 11:00:00,NA,-4.031,64.302,-11.487,NA
2023-02-22 12:00:00,NA,-4.031,64.313,-10.634,NA
2023-02-22 13:00:00,NA,-4.031,64.252,-9.662,NA
2023-02-22 14:00:00,NA,-4.031,64.167,-8.05,NA
2023-02-22 15:00:00,NA,-4.031,64.206,-5.87,NA
2023-02-22 16:00:00,NA,-4.031,64.274,-5.372,NA
2023-02-22 17:00:00,NA,-4.031,64.311,-5.995,NA
2023-02-22 18:00:00,NA,-4.031,64.33,-6.754,NA
2023-02-22 19:00:00,NA,-4.031,64.363,-7.657,NA
2023-02-22 20:00:00,NA,-4.031,64.379,-8.447,NA
2023-02-22 21:00:00,NA,-4.031,64.41,-8.713,NA
2023-02-22 22:00:00,NA,-4.031,64.434,-9.117,NA
2023-02-22 23:00:00,NA,-4.031,64.436,-9.525,NA
2023-02-23 00:00:00,NA,-4.031,64.437,-9.937,NA
2023-02-23 01:00:00,NA,-4.031,64.423,-10.214,NA
2023-02-23 02:00:00,NA,-4.031,64.416,-10.353,NA
2023-02-23 03:00:00,NA,-4.031,64.438,-10.353,NA
2023-02-23 04:00:00,NA,-4.031,64.431,-10.493,NA
2023-02-23 05:00:00,NA,-4.031,64.416,-10.774,NA
2023-02-23 06:00:00,NA,-4.031,64.446,-11.058,NA
2023-02-23 07:00:00,NA,-4.031,64.482,-11.2,NA
2023-02-23 08:00:00,NA,-4.031,64.53,-11.344,NA
2023-02-23 09:00:00,NA,-4.031,64.608,-11.344,NA
2023-02-23 10:00:00,NA,-4.031,64.659,-10.774,NA
2023-02-23 11:00:00,NA,-4.031,64.647,-9.937,NA
2023-02-23 12:00:00,NA,-4.031,64.673,-8.982,NA
2023-02-23 13:00:00,NA,-4.031,64.649,-7.918,NA
2023-02-23 14:00:00,NA,-4.031,64.57,-6.373,NA
2023-02-23 15:00:00,NA,-4.031,64.562,-2.261,NA
2023-02-23 16:00:00,NA,-4.031,64.689,-2.145,NA
2023-02-23 17:00:00,NA,-4.031,64.681,-4.031,NA
2023-02-23 18:00:00,NA,-4.031,64.697,-4.636,NA
2023-02-23 19:00:00,NA,-4.031,64.728,-5.62,NA
2023-02-23 20:00:00,NA,-4.031,64.737,-6.12,NA
2023-02-23 21:00:00,NA,-4.031,64.73,-6.499,NA
2023-02-23 22:00:00,NA,-4.031,64.744,-6.882,NA
2023-02-23 23:00:00,NA,-4.031,64.721,-7.138,NA
2023-02-24 00:00:00,NA,-4.031,64.719,-7.397,NA
2023-02-24 01:00:00,NA,-3.911,64.691,-7.527,NA
2023-02-24 02:00:00,NA,-3.911,64.662,-7.657,NA
2023-02-24 03:00:00,NA,-3.911,64.643,-8.05,NA
2023-02-24 04:00:00,NA,-3.911,64.585,-8.314,NA
2023-02-24 05:00:00,NA,-3.911,64.59,-8.447,NA
2023-02-24 06:00:00,NA,-3.911,64.594,-8.58,NA
2023-02-24 07:00:00,NA,-3.911,64.614,-8.847,NA
2023-02-24 08:00:00,NA,-3.911,64.629,-8.982,NA
2023-02-24 09:00:00,NA,-3.911,64.696,-8.982,NA
2023-02-24 10:00:00,NA,-3.911,64.709,-8.713,NA
2023-02-24 11:00:00,NA,-3.911,64.731,-8.05,NA
2023-02-24 12:00:00,NA,-3.911,64.726,-7.267,NA
2023-02-24 13:00:00,NA,-3.911,64.704,-6.12,NA
2023-02-24 14:00:00,NA,-3.911,64.635,-5.003,NA
2023-02-24 15:00:00,NA,-3.911,64.576,-1.456,NA
2023-02-24 16:00:00,NA,-3.911,64.683,-0.774,NA
2023-02-24 17:00:00,NA,-3.911,64.657,-2.61,NA
2023-02-24 18:00:00,NA,-3.911,64.658,-3.316,NA
2023-02-24 19:00:00,NA,-3.911,64.686,-4.152,NA
2023-02-24 20:00:00,NA,-3.911,64.724,-4.758,NA
2023-02-24 21:00:00,NA,-3.911,64.749,-5.87,NA
2023-02-24 22:00:00,NA,-3.911,64.764,-6.246,NA
2023-02-24 23:00:00,NA,-3.911,64.751,-6.754,NA
2023-02-25 00:00:00,NA,-3.911,64.743,-7.138,NA
2023-02-25 01:00:00,NA,-3.911,64.724,-7.527,NA
2023-02-25 02:00:00,NA,-3.911,64.689,-7.787,NA
2023-02-25 03:00:00,NA,-3.911,64.705,-7.918,NA
2023-02-25 04:00:00,NA,-3.792,64.68,-8.182,NA
2023-02-25 05:00:00,NA,-3.792,64.667,-8.447,NA
2023-02-25 06:00:00,NA,-3.792,64.64,-8.982,NA
2023-02-25 07:00:00,NA,-3.792,64.651,-8.982,NA
2023-02-25 08:00:00,NA,-3.792,64.649,-9.252,NA
2023-02-25 09:00:00,NA,-3.792,64.66,-9.252,NA
2023-02-25 10:00:00,NA,-3.792,64.676,-8.713,NA
2023-02-25 11:00:00,NA,-3.792,64.583,-7.918,NA
2023-02-25 12:00:00,NA,-3.792,64.589,-6.882,NA
2023-02-25 13:00:00,NA,-3.792,64.517,-5.62,NA
2023-02-25 14:00:00,NA,-3.792,64.436,-4.514,NA
2023-02-25 15:00:00,NA,-3.792,64.364,-0.213,NA
2023-02-25 16:00:00,NA,-3.792,64.429,-2.494,NA
2023-02-25 17:00:00,NA,-3.792,64.453,-2.962,NA
2023-02-25 18:00:00,NA,-3.792,64.564,-4.636,NA
2023-02-25 19:00:00,NA,-3.792,64.652,-4.88,NA
2023-02-25 20:00:00,NA,-3.792,64.718,-5.125,NA
2023-02-25 21:00:00,NA,-3.792,64.74,-5.372,NA
2023-02-25 22:00:00,NA,-3.792,64.772,-5.62,NA
2023-02-25 23:00:00,NA,-3.792,64.786,-6.246,NA
2023-02-26 00:00:00,NA,-3.792,64.78,-6.373,NA
2023-02-26 01:00:00,NA,-3.792,64.757,-6.626,NA
2023-02-26 02:00:00,NA,-3.792,64.757,-6.626,NA
2023-02-26 03:00:00,NA,-3.792,64.722,-6.882,NA
2023-02-26 04:00:00,NA,-3.792,64.721,-7.138,NA
2023-02-26 05:00:00,NA,-3.792,64.746,-7.527,NA
2023-02-26 06:00:00,NA,-3.672,64.787,-8.05,NA
2023-02-26 07:00:00,NA,-3.672,64.756,-8.447,NA
2023-02-26 08:00:00,NA,-3.672,64.828,-8.982,NA
2023-02-26 09:00:00,NA,-3.672,64.859,-9.252,NA
2023-02-26 10:00:00,NA,-3.672,64.899,-9.117,NA
2023-02-26 11:00:00,NA,-3.672,64.906,-8.314,NA
2023-02-26 12:00:00,NA,-3.672,64.888,-7.787,NA
2023-02-26 13:00:00,NA,-3.672,64.893,-7.01,NA
2023-02-26 14:00:00,NA,-3.672,64.832,-5.995,NA
2023-02-26 15:00:00,NA,-3.672,64.774,-2.727,NA
2023-02-26 16:00:00,NA,-3.672,64.888,-1.914,NA
2023-02-26 17:00:00,NA,-3.672,64.886,-3.434,NA
2023-02-26 18:00:00,NA,-3.672,64.913,-4.514,NA
2023-02-26 19:00:00,NA,-3.672,64.972,-5.62,NA
2023-02-26 20:00:00,NA,-3.672,65.029,-6.499,NA
2023-02-26 21:00:00,NA,-3.672,65.074,-7.397,NA
2023-02-26 22:00:00,NA,-3.672,65.079,-8.182,NA
2023-02-26 23:00:00,NA,-3.672,65.112,-8.847,NA
2023-02-27 00:00:00,NA,-3.672,65.111,-9.525,NA
2023-02-27 01:00:00,NA,-3.672,65.083,-10.075,NA
2023-02-27 02:00:00,NA,-3.553,65.061,-10.493,NA
2023-02-27 03:00:00,NA,-3.553,65.061,-10.916,NA
2023-02-27 04:00:00,NA,-3.553,65.05,-11.344,NA
2023-02-27 05:00:00,NA,-3.553,65.056,-12.068,NA
2023-02-27 06:00:00,NA,-3.553,65.096,-12.361,NA
2023-02-27 07:00:00,NA,-3.553,65.097,-12.956,NA
2023-02-27 08:00:00,NA,-3.553,65.114,-13.258,NA
2023-02-27 09:00:00,NA,-3.553,65.139,-13.409,NA
2023-02-27 10:00:00,NA,-3.553,65.146,-12.658,NA
2023-02-27 11:00:00,NA,-3.553,65.16,-11.776,NA
2023-02-27 12:00:00,NA,-3.553,65.142,-10.634,NA
2023-02-27 13:00:00,NA,-3.553,65.093,-9.662,NA
2023-02-27 14:00:00,NA,-3.553,65.017,-8.314,NA
2023-02-27 15:00:00,NA,-3.553,64.88,-3.553,NA
2023-02-27 16:00:00,NA,-3.553,65.035,-2.844,NA
2023-02-27 17:00:00,NA,-3.553,64.986,-3.911,NA
2023-02-27 18:00:00,NA,-3.553,65,-5.249,NA
2023-02-27 19:00:00,NA,-3.553,65.014,-6.12,NA
2023-02-27 20:00:00,NA,-3.553,65.043,-6.882,NA
2023-02-27 21:00:00,NA,-3.553,65.032,-7.787,NA
2023-02-27 22:00:00,NA,-3.553,65.037,-8.58,NA
2023-02-27 23:00:00,NA,-3.553,65.017,-8.982,NA
2023-02-28 00:00:00,NA,-3.672,65.003,-9.252,NA
2023-02-28 01:00:00,NA,-3.553,65,-9.525,NA
2023-02-28 02:00:00,NA,-3.553,64.968,-9.937,NA
2023-02-28 03:00:00,NA,-3.553,64.958,-10.353,NA
2023-02-28 04:00:00,NA,-3.553,64.928,-10.493,NA
2023-02-28 05:00:00,NA,-3.553,64.936,-10.774,NA
2023-02-28 06:00:00,NA,-3.553,64.951,-10.916,NA
2023-02-28 07:00:00,NA,-3.553,64.943,-11.058,NA
2023-02-28 08:00:00,NA,-3.553,64.972,-11.344,NA
2023-02-28 09:00:00,NA,-3.553,64.991,-11.2,NA
2023-02-28 10:00:00,NA,-3.553,65.002,-10.774,NA
2023-02-28 11:00:00,NA,-3.672,64.976,-10.214,NA
2023-02-28 12:00:00,NA,-3.672,64.963,-9.388,NA
2023-02-28 13:00:00,NA,-3.672,64.933,-8.447,NA
2023-02-28 14:00:00,NA,-3.672,64.876,-7.138,NA
2023-02-28 15:00:00,NA,-3.672,64.723,-2.377,NA
2023-02-28 16:00:00,NA,-3.672,64.881,-1.341,NA
2023-02-28 17:00:00,NA,-3.672,64.818,-2.727,NA
2023-02-28 18:00:00,NA,-3.672,64.819,-3.911,NA
2023-02-28 19:00:00,NA,-3.672,64.85,-5.372,NA
2023-02-28 20:00:00,NA,-3.672,64.914,-6.12,NA
2023-02-28 21:00:00,NA,-3.672,64.925,-7.267,NA
2023-02-28 22:00:00,NA,-3.672,64.935,-8.182,NA
2023-02-28 23:00:00,NA,-3.672,64.942,-8.713,NA
2023-03-01 00:00:00,NA,-3.672,64.948,-9.252,NA
2023-03-01 01:00:00,NA,-3.672,64.942,-9.799,NA
2023-03-01 02:00:00,NA,-3.672,64.935,-10.353,NA
2023-03-01 03:00:00,NA,-3.672,64.899,-11.058,NA
2023-03-01 04:00:00,NA,-3.672,64.884,-11.344,NA
2023-03-01 05:00:00,NA,-3.672,64.894,-11.776,NA
2023-03-01 06:00:00,NA,-3.672,64.897,-12.361,NA
2023-03-01 07:00:00,NA,-3.672,64.914,-12.658,NA
